ID,consumption_1,consumption_2
2138,112,233
2139,115,236
2140,113,236
2141,111,237
2142,111,237
2143,112,239
2144,122,236
2145,125,238
2146,122,225
2147,116,218
2148,113,218
2149,111,216
2150,113,214
2151,113,213
2152,116,215
2153,116,221
2154,121,221
2155,128,226
2156,122,230
2157,123,232
2158,126,226
2159,120,227
2160,113,231
2161,114,232
2162,118,229
2163,115,231
2164,109,233
2165,116,238
2166,132,249
2167,202,331
2168,245,382
2169,268,402
2170,289,390
2171,285,398
2172,258,400
2173,249,389
2174,265,333
2175,258,336
2176,245,328
2177,236,312
2178,214,276
2179,187,247
2180,157,234
2181,135,231
2182,120,212
2183,117,213
2184,114,213
2185,113,214
2186,111,213
2187,112,216
2188,112,217
2189,111,216
2190,139,233
2191,210,304
2192,250,348
2193,272,363
2194,291,358
2195,287,372
2196,256,358
2197,257,367
2198,265,324
2199,260,318
2200,255,327
2201,243,288
2202,229,242
2203,197,234
2204,174,228
2205,146,219
2206,118,207
2207,117,202
2208,117,201
2209,114,202
2210,114,200
2211,113,203
2212,114,204
2213,114,204
2214,135,219
2215,206,268
2216,240,301
2217,251,338
2218,268,334
2219,263,339
2220,245,354
2221,248,351
2222,262,306
2223,263,278
2224,256,268
2225,241,244
2226,203,207
2227,172,202
2228,159,198
2229,130,190
2230,119,177
2231,107,173
2232,108,172
2233,106,174
2234,106,172
2235,106,175
2236,106,178
2237,112,177
2238,133,189
2239,200,241
2240,222,291
2241,244,321
2242,257,330
2243,257,315
2244,224,320
2245,219,320
2246,237,270
2247,235,266
2248,233,268
2249,232,250
2250,213,236
2251,190,204
2252,165,188
2253,129,186
2254,121,167
2255,115,165
2256,115,162
2257,110,167
2258,112,164
2259,112,165
2260,112,167
2261,114,171
2262,136,181
2263,193,248
2264,215,301
2265,240,300
2266,261,285
2267,257,292
2268,234,290
2269,239,301
2270,254,249
2271,236,248
2272,221,201
2273,214,175
2274,193,154
2275,173,151
2276,150,149
2277,143,147
2278,130,142
2279,108,140
2280,108,139
2281,109,148
2282,110,145
2283,109,147
2284,109,147
2285,110,143
2286,113,148
2287,117,153
2288,128,169
2289,126,170
2290,128,175
2291,129,171
2292,130,160
2293,123,155
2294,122,146
2295,124,146
2296,122,147
2297,119,146
2298,114,139
2299,117,139
2300,113,142
2301,112,146
2302,110,146
2303,108,142
2304,106,141
2305,107,140
2306,105,141
2307,104,140
2308,105,141
2309,104,139
2310,105,142
2311,105,141
2312,107,142
2313,108,135
2314,107,140
2315,109,142
2316,108,148
2317,106,146
2318,108,144
2319,110,143
2320,114,146
2321,115,146
2322,113,150
2323,116,156
2324,114,156
2325,117,154
2326,114,152
2327,110,151
2328,109,155
2329,108,155
2330,109,155
2331,109,154
2332,110,154
2333,114,156
2334,132,168
2335,200,236
2336,243,286
2337,266,287
2338,271,281
2339,271,291
2340,246,300
2341,234,291
2342,249,250
2343,246,239
2344,246,235
2345,246,226
2346,228,193
2347,208,178
2348,185,171
2349,135,169
2350,119,157
2351,117,159
2352,116,155
2353,113,156
2354,112,155
2355,112,160
2356,114,160
2357,114,160
2358,134,173
2359,202,254
2360,234,296
2361,257,308
2362,277,300
2363,276,309
2364,256,302
2365,261,303
2366,270,245
2367,275,236
2368,270,231
2369,247,219
2370,224,187
2371,189,180
2372,169,178
2373,140,170
2374,121,154
2375,113,151
2376,116,153
2377,111,155
2378,113,152
2379,113,158
2380,111,156
2381,113,154
2382,137,165
2383,214,223
2384,233,285
2385,254,301
2386,272,289
2387,276,318
2388,252,322
2389,263,305
2390,283,245
2391,283,243
2392,270,250
2393,260,233
2394,221,200
2395,199,182
2396,174,172
2397,143,167
2398,130,154
2399,123,149
2400,124,153
2401,121,154
2402,122,153
2403,120,154
2404,121,155
2405,125,157
2406,145,173
2407,210,244
2408,244,285
2409,268,321
2410,307,329
2411,307,324
2412,277,331
2413,269,320
2414,283,257
2415,277,258
2416,271,239
2417,250,231
2418,232,216
2419,191,207
2420,167,195
2421,130,180
2422,124,155
2423,118,153
2424,118,155
2425,118,154
2426,119,154
2427,118,157
2428,119,160
2429,127,159
2430,139,175
2431,212,251
2432,242,355
2433,262,352
2434,274,335
2435,276,338
2436,233,328
2437,248,296
2438,269,235
2439,281,236
2440,273,208
2441,246,185
2442,215,171
2443,180,169
2444,167,160
2445,164,149
2446,143,149
2447,116,151
2448,124,150
2449,125,153
2450,125,153
2451,124,157
2452,126,159
2453,126,158
2454,128,161
2455,132,166
2456,142,169
2457,138,172
2458,141,169
2459,142,170
2460,135,152
2461,131,153
2462,137,158
2463,139,157
2464,136,155
2465,133,153
2466,131,148
2467,134,152
2468,134,150
2469,135,146
2470,127,150
2471,128,148
2472,128,146
2473,127,146
2474,123,148
2475,126,147
2476,125,146
2477,125,147
2478,124,148
2479,127,148
2480,123,144
2481,125,140
2482,129,141
2483,125,138
2484,126,136
2485,123,136
2486,118,139
2487,120,136
2488,120,137
2489,126,139
2490,134,144
2491,129,142
2492,127,145
2493,124,144
2494,118,144
2495,122,145
2496,120,144
2497,115,143
2498,120,142
2499,123,142
2500,124,142
2501,123,142
2502,137,151
2503,211,183
2504,262,232
2505,279,246
2506,290,252
2507,276,248
2508,293,257
2509,273,262
2510,283,203
2511,274,200
2512,262,197
2513,244,172
2514,224,168
2515,197,154
2516,171,151
2517,141,150
2518,124,143
2519,120,140
2520,116,138
2521,114,138
2522,117,142
2523,116,139
2524,114,139
2525,120,142
2526,141,152
2527,211,186
2528,242,210
2529,268,223
2530,278,237
2531,271,236
2532,251,260
2533,250,260
2534,266,213
2535,254,211
2536,253,207
2537,227,180
2538,232,169
2539,208,161
2540,165,159
2541,130,154
2542,124,141
2543,120,138
2544,120,137
2545,118,139
2546,117,137
2547,116,140
2548,117,140
2549,118,141
2550,141,147
2551,213,182
2552,244,224
2553,262,238
2554,270,238
2555,270,225
2556,245,253
2557,234,250
2558,245,201
2559,235,182
2560,232,163
2561,236,156
2562,218,152
2563,212,139
2564,189,138
2565,129,136
2566,119,134
2567,114,133
2568,112,136
2569,110,135
2570,113,135
2571,112,137
2572,111,138
2573,112,139
2574,134,148
2575,196,204
2576,223,247
2577,241,247
2578,240,243
2579,241,243
2580,226,256
2581,225,256
2582,238,206
2583,236,199
2584,225,180
2585,213,161
2586,217,154
2587,196,151
2588,173,149
2589,135,149
2590,114,130
2591,108,127
2592,106,123
2593,108,125
2594,108,127
2595,109,128
2596,109,133
2597,108,131
2598,130,138
2599,185,181
2600,223,216
2601,233,236
2602,239,230
2603,231,239
2604,213,244
2605,208,239
2606,223,196
2607,223,170
2608,211,150
2609,194,142
2610,181,140
2611,172,138
2612,145,134
2613,141,131
2614,125,127
2615,101,123
2616,100,122
2617,100,125
2618,100,127
2619,100,129
2620,101,131
2621,100,131
2622,102,134
2623,108,139
2624,116,139
2625,115,138
2626,115,133
2627,121,129
2628,113,123
2629,110,122
2630,106,121
2631,110,118
2632,107,117
2633,100,116
2634,98,115
2635,96,120
2636,98,125
2637,97,126
2638,97,126
2639,102,127
2640,108,130
2641,98,133
2642,98,132
2643,103,136
2644,108,135
2645,105,135
2646,107,135
2647,106,135
2648,108,134
2649,103,133
2650,101,126
2651,99,119
2652,99,117
2653,100,118
2654,98,116
2655,99,115
2656,101,113
2657,102,119
2658,103,120
2659,100,126
2660,101,129
2661,101,129
2662,107,129
2663,101,131
2664,96,134
2665,95,133
2666,99,137
2667,105,138
2668,99,136
2669,101,138
2670,123,151
2671,185,226
2672,197,281
2673,207,281
2674,214,269
2675,216,267
2676,211,266
2677,212,240
2678,215,220
2679,209,223
2680,205,209
2681,189,199
2682,177,161
2683,152,159
2684,135,157
2685,109,158
2686,108,149
2687,101,144
2688,100,143
2689,100,144
2690,101,149
2691,99,150
2692,101,152
2693,101,152
2694,122,158
2695,185,242
2696,194,280
2697,219,298
2698,234,298
2699,228,300
2700,219,268
2701,207,239
2702,216,205
2703,211,202
2704,218,193
2705,202,185
2706,201,159
2707,180,147
2708,159,138
2709,121,138
2710,105,134
2711,97,136
2712,97,138
2713,96,139
2714,98,139
2715,99,142
2716,99,145
2717,98,144
2718,120,153
2719,186,231
2720,194,275
2721,203,286
2722,213,302
2723,210,295
2724,202,267
2725,202,240
2726,206,201
2727,213,202
2728,204,209
2729,190,201
2730,188,173
2731,168,149
2732,145,142
2733,121,140
2734,106,133
2735,98,133
2736,99,134
2737,94,138
2738,97,136
2739,96,141
2740,97,141
2741,100,141
2742,120,154
2743,183,236
2744,198,279
2745,205,288
2746,214,291
2747,217,277
2748,207,269
2749,200,245
2750,214,204
2751,207,204
2752,191,187
2753,178,178
2754,182,170
2755,175,166
2756,149,160
2757,121,154
2758,103,134
2759,104,131
2760,104,132
2761,102,134
2762,103,134
2763,100,138
2764,102,139
2765,102,140
2766,124,153
2767,185,232
2768,186,286
2769,203,299
2770,225,299
2771,218,295
2772,210,273
2773,205,267
2774,200,233
2775,196,225
2776,195,215
2777,183,182
2778,179,156
2779,169,154
2780,148,149
2781,149,145
2782,134,142
2783,104,143
2784,104,143
2785,101,144
2786,100,144
2787,101,148
2788,103,150
2789,109,151
2790,111,155
2791,113,157
2792,122,155
2793,128,152
2794,119,148
2795,116,142
2796,115,135
2797,110,139
2798,109,141
2799,111,141
2800,110,142
2801,107,136
2802,104,136
2803,106,137
2804,111,141
2805,115,143
2806,110,142
2807,104,144
2808,101,149
2809,103,151
2810,104,151
2811,104,151
2812,98,153
2813,106,152
2814,107,154
2815,100,152
2816,105,150
2817,104,151
2818,99,145
2819,103,144
2820,105,141
2821,98,137
2822,101,134
2823,99,130
2824,99,129
2825,100,133
2826,103,136
2827,107,145
2828,109,143
2829,109,142
2830,106,145
2831,105,144
2832,99,147
2833,103,147
2834,104,149
2835,104,148
2836,104,149
2837,107,148
2838,124,163
2839,189,251
2840,221,300
2841,268,301
2842,309,303
2843,284,303
2844,271,288
2845,278,280
2846,302,265
2847,296,264
2848,284,267
2849,243,236
2850,219,197
2851,200,174
2852,168,171
2853,132,165
2854,116,153
2855,110,146
2856,108,146
2857,108,146
2858,107,144
2859,108,145
2860,109,146
2861,119,148
2862,135,156
2863,205,225
2864,241,272
2865,264,285
2866,267,289
2867,265,310
2868,247,290
2869,251,271
2870,266,243
2871,271,235
2872,265,226
2873,237,229
2874,220,185
2875,192,164
2876,176,163
2877,129,162
2878,112,148
2879,110,148
2880,104,152
2881,104,150
2882,105,150
2883,101,154
2884,103,156
2885,105,158
2886,128,170
2887,205,255
2888,228,318
2889,244,319
2890,260,310
2891,261,313
2892,236,294
2893,237,261
2894,262,227
2895,252,228
2896,241,226
2897,233,221
2898,220,191
2899,199,178
2900,169,174
2901,137,169
2902,133,154
2903,119,146
2904,116,145
2905,112,145
2906,112,147
2907,109,149
2908,110,152
2909,110,152
2910,137,159
2911,205,206
2912,233,252
2913,247,269
2914,250,273
2915,246,283
2916,238,269
2917,231,253
2918,247,215
2919,237,203
2920,231,187
2921,223,163
2922,220,161
2923,205,162
2924,167,156
2925,130,149
2926,113,137
2927,108,137
2928,104,140
2929,106,143
2930,106,140
2931,106,145
2932,106,144
2933,104,146
2934,127,161
2935,204,239
2936,245,272
2937,272,284
2938,291,284
2939,291,274
2940,266,265
2941,255,243
2942,272,220
2943,263,215
2944,242,203
2945,222,166
2946,204,154
2947,191,156
2948,167,155
2949,159,147
2950,136,144
2951,107,139
2952,103,140
2953,101,139
2954,101,142
2955,102,144
2956,101,142
2957,98,146
2958,100,146
2959,101,150
2960,115,153
2961,122,158
2962,124,167
2963,118,169
2964,115,165
2965,117,165
2966,114,171
2967,109,171
2968,109,169
2969,108,160
2970,106,158
2971,104,162
2972,104,161
2973,104,162
2974,101,157
2975,104,160
2976,102,158
2977,102,158
2978,102,161
2979,101,163
2980,103,163
2981,109,165
2982,105,165
2983,111,164
2984,103,168
2985,99,165
2986,99,158
2987,103,156
2988,115,154
2989,114,155
2990,111,157
2991,104,156
2992,107,156
2993,107,154
2994,108,159
2995,118,165
2996,121,165
2997,117,166
2998,112,165
2999,108,166
3000,102,164
3001,102,166
3002,102,167
3003,108,164
3004,109,165
3005,106,166
3006,124,176
3007,192,250
3008,224,299
3009,255,336
3010,270,352
3011,251,365
3012,233,334
3013,238,336
3014,242,298
3015,262,286
3016,242,279
3017,224,250
3018,208,215
3019,202,193
3020,180,191
3021,154,187
3022,125,177
3023,109,172
3024,106,172
3025,101,173
3026,102,175
3027,102,175
3028,102,176
3029,104,177
3030,127,193
3031,202,279
3032,228,306
3033,253,318
3034,267,304
3035,263,329
3036,242,305
3037,237,282
3038,272,252
3039,280,245
3040,268,254
3041,237,243
3042,221,224
3043,201,196
3044,177,181
3045,135,173
3046,117,157
3047,112,156
3048,109,155
3049,108,157
3050,105,160
3051,104,163
3052,105,168
3053,105,167
3054,127,173
3055,210,257
3056,252,305
3057,271,298
3058,279,289
3059,280,293
3060,260,274
3061,257,248
3062,272,220
3063,272,220
3064,260,219
3065,245,196
3066,222,158
3067,205,152
3068,161,147
3069,114,142
3070,107,136
3071,105,128
3072,104,128
3073,106,129
3074,105,132
3075,104,136
3076,106,137
3077,106,135
3078,127,148
3079,186,198
3080,227,255
3081,262,267
3082,281,254
3083,271,257
3084,247,239
3085,238,229
3086,247,205
3087,245,200
3088,235,194
3089,226,177
3090,220,153
3091,200,153
3092,157,149
3093,125,142
3094,112,132
3095,104,129
3096,101,128
3097,100,126
3098,100,127
3099,100,132
3100,102,134
3101,103,134
3102,126,142
3103,173,190
3104,202,223
3105,231,235
3106,235,226
3107,241,220
3108,223,223
3109,214,210
3110,227,174
3111,228,150
3112,208,144
3113,195,136
3114,188,130
3115,180,131
3116,160,130
3117,151,131
3118,136,124
3119,105,120
3120,104,115
3121,104,115
3122,106,117
3123,106,119
3124,105,120
3125,105,123
3126,110,123
3127,106,124
3128,109,129
3129,115,129
3130,112,129
3131,116,126
3132,113,119
3133,108,123
3134,107,124
3135,110,123
3136,112,121
3137,111,121
3138,113,125
3139,112,139
3140,109,135
3141,106,139
3142,104,150
3143,102,150
3144,105,154
3145,104,154
3146,105,156
3147,103,158
3148,104,149
3149,106,141
3150,104,132
3151,103,130
3152,104,128
3153,104,125
3154,104,121
3155,105,125
3156,105,126
3157,103,127
3158,104,127
3159,104,123
3160,107,123
3161,105,124
3162,108,122
3163,109,135
3164,106,131
3165,104,131
3166,104,131
3167,102,127
3168,100,128
3169,96,126
3170,98,127
3171,97,128
3172,99,131
3173,101,132
3174,126,146
3175,185,203
3176,213,248
3177,248,263
3178,262,260
3179,262,261
3180,231,258
3181,230,228
3182,249,219
3183,246,216
3184,247,215
3185,219,202
3186,187,184
3187,180,150
3188,164,143
3189,124,141
3190,109,128
3191,104,126
3192,105,127
3193,105,129
3194,104,129
3195,105,133
3196,103,135
3197,109,136
3198,125,146
3199,182,217
3200,213,254
3201,252,269
3202,250,262
3203,239,266
3204,242,244
3205,238,235
3206,250,210
3207,254,199
3208,245,225
3209,215,194
3210,204,179
3211,186,157
3212,151,142
3213,114,133
3214,108,129
3215,107,127
3216,106,128
3217,106,129
3218,104,129
3219,103,132
3220,103,134
3221,105,134
3222,128,145
3223,172,215
3224,214,265
3225,239,269
3226,251,269
3227,244,265
3228,226,230
3229,230,218
3230,245,205
3231,247,205
3232,243,192
3233,226,186
3234,198,150
3235,196,144
3236,174,138
3237,128,141
3238,109,128
3239,105,124
3240,106,128
3241,101,128
3242,100,126
3243,100,128
3244,101,131
3245,102,132
3246,122,143
3247,161,195
3248,205,236
3249,234,250
3250,240,255
3251,241,274
3252,224,267
3253,213,238
3254,224,213
3255,214,210
3256,223,211
3257,212,202
3258,194,194
3259,177,196
3260,161,164
3261,128,154
3262,113,145
3263,104,140
3264,100,140
3265,99,140
3266,101,141
3267,101,144
3268,100,144
3269,99,148
3270,119,155
3271,166,192
3272,214,241
3273,232,251
3274,247,229
3275,244,237
3276,220,226
3277,216,214
3278,228,187
3279,232,180
3280,223,182
3281,201,168
3282,183,158
3283,173,142
3284,145,128
3285,134,123
3286,124,122
3287,99,120
3288,102,121
3289,98,125
3290,98,124
3291,98,123
3292,99,126
3293,98,123
3294,100,127
3295,104,134
3296,112,138
3297,110,136
3298,115,135
3299,116,135
3300,111,132
3301,111,132
3302,108,132
3303,108,133
3304,105,129
3305,104,123
3306,106,126
3307,106,123
3308,103,122
3309,101,122
3310,98,120
3311,92,119
3312,93,119
3313,92,121
3314,92,122
3315,91,123
3316,91,122
3317,93,122
3318,92,120
3319,91,116
3320,93,120
3321,92,120
3322,96,118
3323,96,116
3324,98,113
3325,96,116
3326,98,111
3327,97,107
3328,97,108
3329,96,108
3330,98,112
3331,98,119
3332,97,121
3333,100,120
3334,98,119
3335,97,118
3336,95,119
3337,94,117
3338,94,119
3339,95,120
3340,95,120
3341,96,120
3342,113,130
3343,161,177
3344,197,228
3345,235,252
3346,254,256
3347,255,258
3348,230,248
3349,250,241
3350,293,239
3351,285,241
3352,276,229
3353,238,211
3354,210,171
3355,193,152
3356,174,149
3357,120,143
3358,109,130
3359,106,123
3360,102,124
3361,99,123
3362,99,125
3363,99,125
3364,101,125
3365,100,125
3366,124,138
3367,176,194
3368,218,261
3369,235,269
3370,250,313
3371,237,299
3372,220,265
3373,218,246
3374,237,215
3375,236,221
3376,224,220
3377,209,206
3378,191,161
3379,175,151
3380,157,147
3381,122,143
3382,104,132
3383,96,131
3384,94,129
3385,93,128
3386,92,129
3387,94,129
3388,94,131
3389,95,129
3390,116,134
3391,160,195
3392,210,257
3393,228,268
3394,234,272
3395,249,264
3396,214,244
3397,210,239
3398,233,222
3399,220,209
3400,224,199
3401,208,188
3402,201,147
3403,182,143
3404,157,136
3405,117,126
3406,109,122
3407,103,118
3408,101,121
3409,100,120
3410,97,120
3411,98,121
3412,99,120
3413,99,121
3414,118,131
3415,170,189
3416,210,235
3417,230,251
3418,234,247
3419,230,252
3420,190,238
3421,177,230
3422,190,207
3423,211,190
3424,235,172
3425,215,166
3426,201,153
3427,189,152
3428,162,148
3429,125,140
3430,110,131
3431,106,125
3432,103,126
3433,103,128
3434,101,126
3435,103,126
3436,103,126
3437,103,128
3438,125,136
3439,176,196
3440,217,262
3441,238,284
3442,242,276
3443,239,280
3444,216,253
3445,208,231
3446,222,222
3447,214,220
3448,196,213
3449,185,187
3450,170,149
3451,161,147
3452,150,134
3453,140,127
3454,129,121
3455,100,119
3456,98,121
3457,95,118
3458,95,117
3459,97,118
3460,99,117
3461,94,119
3462,97,121
3463,95,126
3464,101,131
3465,101,145
3466,109,153
3467,107,153
3468,107,141
3469,103,151
3470,100,152
3471,103,151
3472,99,147
3473,100,141
3474,99,127
3475,107,129
3476,105,129
3477,97,127
3478,97,130
3479,98,132
3480,99,131
3481,96,133
3482,97,132
3483,94,132
3484,94,132
3485,93,134
3486,95,130
3487,95,129
3488,92,128
3489,91,124
3490,90,120
3491,90,116
3492,92,116
3493,92,120
3494,93,116
3495,94,116
3496,97,111
3497,101,114
3498,103,116
3499,107,126
3500,105,129
3501,102,127
3502,95,121
3503,97,126
3504,92,124
3505,93,125
3506,94,130
3507,94,128
3508,99,126
3509,118,135
3510,176,186
3511,223,250
3512,239,268
3513,267,259
3514,256,255
3515,233,248
3516,228,235
3517,259,231
3518,263,225
3519,246,245
3520,210,215
3521,189,165
3522,189,164
3523,186,165
3524,136,160
3525,110,152
3526,104,147
3527,101,146
3528,97,144
3529,97,146
3530,97,149
3531,98,148
3532,98,149
3533,121,158
3534,184,212
3535,211,256
3536,232,276
3537,238,266
3538,234,270
3539,217,264
3540,219,259
3541,226,233
3542,236,218
3543,227,210
3544,205,193
3545,183,155
3546,175,159
3547,172,160
3548,132,156
3549,115,144
3550,111,140
3551,108,144
3552,104,146
3553,100,148
3554,104,147
3555,100,150
3556,102,152
3557,125,155
3558,188,213
3559,217,258
3560,238,279
3561,255,250
3562,265,226
3563,241,222
3564,238,210
3565,251,183
3566,257,181
3567,238,186
3568,213,176
3569,177,141
3570,170,133
3571,172,140
3572,129,136
3573,109,126
3574,109,119
3575,109,120
3576,113,121
3577,120,120
3578,114,120
3579,113,122
3580,113,123
3581,147,133
3582,205,179
3583,236,214
3584,257,237
3585,266,234
3586,262,236
3587,230,229
3588,224,223
3589,249,201
3590,229,192
3591,213,180
3592,195,162
3593,189,137
3594,176,134
3595,150,145
3596,120,137
3597,107,121
3598,104,117
3599,105,117
3600,101,117
3601,99,121
3602,96,120
3603,98,120
3604,100,122
3605,120,129
3606,176,212
3607,214,262
3608,236,316
3609,261,286
3610,258,250
3611,225,231
3612,222,212
3613,237,194
3614,233,185
3615,224,164
3616,208,146
3617,187,123
3618,178,122
3619,165,124
3620,152,121
3621,129,121
3622,99,120
3623,98,118
3624,99,119
3625,98,114
3626,97,116
3627,97,114
3628,97,117
3629,102,119
3630,103,125
3631,101,131
3632,103,140
3633,104,145
3634,105,142
3635,99,132
3636,92,136
3637,93,137
3638,94,139
3639,95,139
3640,96,131
3641,96,122
3642,98,123
3643,99,126
3644,99,124
3645,96,120
3646,95,122
3647,95,119
3648,95,120
3649,98,121
3650,97,118
3651,95,124
3652,95,122
3653,96,122
3654,96,120
3655,95,119
3656,94,118
3657,96,119
3658,96,119
3659,100,116
3660,99,113
3661,100,111
3662,100,115
3663,102,115
3664,104,116
3665,103,118
3666,101,122
3667,101,126
3668,104,121
3669,99,121
3670,95,124
3671,93,120
3672,93,123
3673,93,123
3674,92,124
3675,92,124
3676,94,124
3677,114,133
3678,182,190
3679,207,243
3680,240,252
3681,253,242
3682,243,243
3683,220,232
3684,225,212
3685,236,203
3686,244,201
3687,226,191
3688,204,185
3689,178,152
3690,171,144
3691,159,136
3692,131,137
3693,118,130
3694,113,128
3695,113,127
3696,112,127
3697,100,132
3698,99,133
3699,99,137
3700,98,138
3701,122,152
3702,179,188
3703,206,233
3704,225,241
3705,229,229
3706,225,227
3707,215,235
3708,212,221
3709,232,204
3710,253,199
3711,246,192
3712,228,173
3713,185,138
3714,161,118
3715,149,122
3716,108,120
3717,100,119
3718,98,115
3719,94,115
3720,93,117
3721,95,117
3722,96,121
3723,97,120
3724,97,124
3725,117,133
3726,180,169
3727,208,224
3728,220,226
3729,226,216
3730,216,219
3731,201,227
3732,197,205
3733,207,196
3734,213,199
3735,205,209
3736,187,197
3737,169,162
3738,167,149
3739,155,143
3740,117,139
3741,100,132
3742,93,131
3743,94,134
3744,93,130
3745,96,129
3746,96,130
3747,95,132
3748,96,137
3749,119,147
3750,178,188
3751,214,224
3752,231,242
3753,242,249
3754,247,239
3755,230,239
3756,221,236
3757,231,208
3758,231,200
3759,221,180
3760,196,169
3761,197,168
3762,187,162
3763,161,150
3764,129,137
3765,109,131
3766,103,124
3767,100,123
3768,99,127
3769,100,126
3770,101,128
3771,102,128
3772,101,130
3773,121,140
3774,169,192
3775,211,240
3776,249,255
3777,253,239
3778,257,219
3779,232,213
3780,208,198
3781,233,175
3782,229,175
3783,215,164
3784,203,131
3785,177,120
3786,166,120
3787,156,124
3788,140,124
3789,123,117
3790,96,113
3791,95,113
3792,93,114
3793,91,114
3794,91,114
3795,93,117
3796,92,117
3797,95,123
3798,93,128
3799,97,129
3800,102,136
3801,98,133
3802,99,127
3803,99,120
3804,94,115
3805,92,128
3806,91,127
3807,93,125
3808,93,125
3809,97,109
3810,97,107
3811,94,113
3812,92,118
3813,94,115
3814,92,118
3815,92,117
3816,92,116
3817,93,115
3818,93,118
3819,93,117
3820,91,120
3821,95,118
3822,93,116
3823,94,115
3824,97,115
3825,94,112
3826,93,111
3827,97,105
3828,92,105
3829,94,101
3830,95,102
3831,95,102
3832,94,102
3833,93,104
3834,93,103
3835,96,113
3836,95,117
3837,94,117
3838,94,116
3839,94,116
3840,94,115
3841,90,116
3842,92,117
3843,94,120
3844,94,121
3845,110,127
3846,151,164
3847,166,169
3848,184,201
3849,187,207
3850,184,206
3851,181,201
3852,181,192
3853,185,170
3854,181,165
3855,172,162
3856,160,140
3857,143,130
3858,137,123
3859,129,124
3860,99,123
3861,92,114
3862,87,113
3863,87,114
3864,85,115
3865,85,114
3866,86,118
3867,86,116
3868,86,117
3869,106,128
3870,148,149
3871,162,161
3872,177,188
3873,188,198
3874,187,201
3875,182,204
3876,176,184
3877,189,166
3878,195,169
3879,178,164
3880,173,142
3881,167,115
3882,157,111
3883,146,112
3884,110,109
3885,94,105
3886,87,103
3887,86,102
3888,87,104
3889,89,102
3890,88,103
3891,87,99
3892,87,102
3893,110,106
3894,151,136
3895,162,143
3896,177,150
3897,186,181
3898,178,187
3899,178,190
3900,183,173
3901,189,149
3902,180,134
3903,171,115
3904,166,112
3905,148,106
3906,131,106
3907,125,115
3908,107,111
3909,96,103
3910,100,104
3911,94,104
3912,90,103
3913,91,103
3914,93,102
3915,94,102
3916,93,103
3917,111,108
3918,138,129
3919,151,143
3920,162,159
3921,170,173
3922,176,159
3923,177,156
3924,173,152
3925,172,131
3926,166,128
3927,156,121
3928,148,118
3929,143,111
3930,127,108
3931,122,109
3932,96,104
3933,92,105
3934,91,105
3935,87,104
3936,86,106
3937,86,104
3938,90,103
3939,89,102
3940,89,102
3941,109,112
3942,138,128
3943,147,137
3944,163,153
3945,170,157
3946,178,160
3947,171,159
3948,167,150
3949,171,122
3950,166,117
3951,144,113
3952,140,105
3953,133,103
3954,129,100
3955,124,97
3956,125,98
3957,113,97
3958,86,95
3959,87,96
3960,93,93
3961,87,92
3962,89,92
3963,87,91
3964,87,95
3965,94,91
3966,87,98
3967,89,97
3968,88,98
3969,89,98
3970,89,96
3971,90,93
3972,88,94
3973,86,96
3974,86,98
3975,87,94
3976,88,92
3977,89,91
3978,88,92
3979,89,91
3980,89,94
3981,87,94
3982,91,94
3983,87,94
3984,87,93
3985,89,92
3986,87,92
3987,90,93
3988,90,94
3989,89,93
3990,87,91
3991,90,92
3992,89,90
3993,91,92
3994,91,88
3995,92,91
3996,90,92
3997,86,88
3998,86,90
3999,86,91
4000,87,89
4001,89,88
4002,89,88
4003,90,90
4004,91,95
4005,89,92
4006,87,93
4007,89,92
4008,86,94
4009,87,92
4010,86,93
4011,89,94
4012,89,94
4013,108,94
4014,124,93
4015,124,91
4016,124,94
4017,122,87
4018,122,88
4019,124,87
4020,121,88
4021,121,86
4022,119,88
4023,120,87
4024,119,90
4025,118,92
4026,119,91
4027,109,94
4028,93,94
4029,90,94
4030,87,93
4031,87,95
4032,86,96
4033,87,95
4034,89,92
4035,91,93
4036,91,95
4037,110,97
4038,141,113
4039,156,114
4040,176,118
4041,178,126
4042,181,124
4043,177,112
4044,170,117
4045,174,117
4046,165,116
4047,156,108
4048,146,105
4049,140,103
4050,134,102
4051,122,107
4052,102,107
4053,92,102
4054,88,101
4055,89,100
4056,86,102
4057,88,100
4058,89,100
4059,87,103
4060,90,102
4061,110,112
4062,134,121
4063,147,129
4064,160,160
4065,160,163
4066,164,166
4067,156,154
4068,157,151
4069,161,150
4070,157,146
4071,152,141
4072,145,139
4073,134,116
4074,131,108
4075,124,104
4076,101,102
4077,98,103
4078,94,103
4079,94,102
4080,93,104
4081,94,104
4082,94,107
4083,93,106
4084,95,107
4085,116,112
4086,133,121
4087,144,164
4088,163,177
4089,172,176
4090,169,169
4091,161,152
4092,164,153
4093,169,155
4094,166,156
4095,161,132
4096,153,114
4097,145,106
4098,135,103
4099,123,105
4100,104,107
4101,98,106
4102,92,107
4103,93,107
4104,90,108
4105,91,111
4106,91,110
4107,90,113
4108,90,112
4109,113,122
4110,131,136
4111,148,153
4112,168,183
4113,170,181
4114,170,182
4115,162,164
4116,161,157
4117,170,158
4118,166,148
4119,155,120
4120,149,111
4121,144,108
4122,137,109
4123,135,109
4124,130,105
4125,116,107
4126,94,105
4127,93,107
4128,91,110
4129,92,111
4130,94,114
4131,94,113
4132,93,114
4133,97,116
4134,92,113
