ID,timestamp,temp_1,temp_2,mean_national_temp,humidity_1,humidity_2,loc_1,loc_2,loc_secondary_1,loc_secondary_2,loc_secondary_3,consumption_secondary_1,consumption_secondary_2,consumption_secondary_3
2833,2017-02-27T01:00:00.0,10.8,5.0,8.2,70.0,91.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,84,192
2834,2017-02-27T02:00:00.0,10.5,4.3,8.2,74.0,93.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",149,83,192
2835,2017-02-27T03:00:00.0,10.5,4.2,8.2,69.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,83,192
2836,2017-02-27T04:00:00.0,10.1,3.7,8.2,72.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",151,85,197
2837,2017-02-27T05:00:00.0,9.7,4.1,8.2,74.0,95.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",156,91,203
2838,2017-02-27T06:00:00.0,9.9,5.3,8.2,72.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",218,121,232
2839,2017-02-27T07:00:00.0,9.6,6.4,8.1,70.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",227,136,271
2840,2017-02-27T08:00:00.0,9.6,7.3,8.2,70.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",269,180,322
2841,2017-02-27T09:00:00.0,9.9,9.0,8.5,71.0,77.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",303,216,414
2842,2017-02-27T10:00:00.0,10.3,10.7,8.8,72.0,74.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",306,227,459
2843,2017-02-27T11:00:00.0,10.3,12.5,9.2,77.0,69.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",280,235,480
2844,2017-02-27T12:00:00.0,9.0,12.5,9.6,93.0,71.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",245,199,466
2845,2017-02-27T13:00:00.0,9.3,13.1,10.0,93.0,65.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",248,197,465
2846,2017-02-27T14:00:00.0,6.9,12.8,9.9,90.0,69.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",276,213,506
2847,2017-02-27T15:00:00.0,7.9,11.0,9.8,83.0,88.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",285,220,508
2848,2017-02-27T16:00:00.0,7.7,11.0,9.7,83.0,90.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",273,221,483
2849,2017-02-27T17:00:00.0,7.5,10.9,9.5,86.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",248,206,436
2850,2017-02-27T18:00:00.0,8.7,10.5,9.2,80.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",216,191,354
2851,2017-02-27T19:00:00.0,7.2,10.3,8.9,79.0,91.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",201,162,304
2852,2017-02-27T20:00:00.0,6.6,10.4,8.7,77.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",181,126,287
2853,2017-02-27T21:00:00.0,5.9,10.5,8.6,78.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",157,109,253
2854,2017-02-27T22:00:00.0,5.5,10.6,8.6,77.0,93.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",150,101,241
2855,2017-02-27T23:00:00.0,5.8,11.3,8.6,76.0,91.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",150,94,224
2856,2017-02-28T00:00:00.0,5.2,11.5,8.5,74.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",148,98,218
2857,2017-02-28T01:00:00.0,5.2,11.8,8.5,76.0,86.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",149,86,215
2858,2017-02-28T02:00:00.0,5.0,12.0,8.4,74.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",148,85,214
2859,2017-02-28T03:00:00.0,4.6,11.7,8.4,78.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",150,88,219
2860,2017-02-28T04:00:00.0,4.6,11.3,8.4,79.0,88.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",151,90,216
2861,2017-02-28T05:00:00.0,4.6,10.9,8.3,76.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",157,95,215
2862,2017-02-28T06:00:00.0,4.6,10.6,8.2,77.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",220,130,248
2863,2017-02-28T07:00:00.0,4.1,10.1,8.0,82.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",228,152,278
2864,2017-02-28T08:00:00.0,3.9,10.3,7.9,88.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",271,199,331
2865,2017-02-28T09:00:00.0,3.2,11.3,7.8,93.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",332,228,398
2866,2017-02-28T10:00:00.0,5.4,11.1,7.8,81.0,88.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",327,228,433
2867,2017-02-28T11:00:00.0,6.0,11.1,7.9,80.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",309,242,436
2868,2017-02-28T12:00:00.0,6.3,12.1,8.1,80.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",281,208,414
2869,2017-02-28T13:00:00.0,6.0,13.0,8.3,81.0,81.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",297,191,415
2870,2017-02-28T14:00:00.0,3.2,13.4,8.4,94.0,76.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",308,205,439
2871,2017-02-28T15:00:00.0,5.1,12.6,8.4,89.0,69.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",292,211,442
2872,2017-02-28T16:00:00.0,6.6,12.9,8.5,76.0,68.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",296,212,422
2873,2017-02-28T17:00:00.0,6.8,11.9,8.2,65.0,74.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",272,208,363
2874,2017-02-28T18:00:00.0,6.0,8.5,8.0,69.0,84.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",246,189,323
2875,2017-02-28T19:00:00.0,6.1,8.3,7.7,72.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",231,158,292
2876,2017-02-28T20:00:00.0,6.0,8.1,7.6,76.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",193,127,259
2877,2017-02-28T21:00:00.0,3.9,7.1,7.6,92.0,79.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",158,124,224
2878,2017-02-28T22:00:00.0,5.1,6.2,7.6,91.0,76.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",155,119,212
2879,2017-02-28T23:00:00.0,5.0,5.3,7.6,90.0,79.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,106,215
2880,2017-03-01T00:00:00.0,5.0,4.9,7.7,91.0,76.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",152,107,202
2881,2017-03-01T01:00:00.0,6.0,4.9,7.6,90.0,72.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",152,97,195
2882,2017-03-01T02:00:00.0,7.1,3.1,7.6,85.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",157,84,192
2883,2017-03-01T03:00:00.0,7.5,2.0,7.6,80.0,86.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",151,81,193
2884,2017-03-01T04:00:00.0,7.4,1.1,7.6,78.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",151,85,194
2885,2017-03-01T05:00:00.0,7.1,0.2,7.5,77.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",162,98,194
2886,2017-03-01T06:00:00.0,7.0,-0.1,7.5,78.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",230,135,230
2887,2017-03-01T07:00:00.0,7.0,-0.5,7.4,81.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",232,154,254
2888,2017-03-01T08:00:00.0,6.6,0.6,7.4,80.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",275,194,306
2889,2017-03-01T09:00:00.0,7.0,6.3,7.6,81.0,68.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",332,229,391
2890,2017-03-01T10:00:00.0,7.5,8.3,7.9,82.0,60.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",351,244,436
2891,2017-03-01T11:00:00.0,8.7,10.0,8.2,79.0,52.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",369,254,441
2892,2017-03-01T12:00:00.0,8.7,11.8,8.5,78.0,50.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",327,213,429
2893,2017-03-01T13:00:00.0,7.4,12.9,8.9,91.0,48.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",317,216,418
2894,2017-03-01T14:00:00.0,8.5,13.5,9.1,83.0,40.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",315,230,465
2895,2017-03-01T15:00:00.0,7.9,13.7,9.3,84.0,43.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",303,229,464
2896,2017-03-01T16:00:00.0,7.5,13.3,9.5,88.0,43.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",295,227,414
2897,2017-03-01T17:00:00.0,7.1,12.8,9.4,95.0,48.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",262,209,376
2898,2017-03-01T18:00:00.0,6.7,11.0,9.3,97.0,60.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",228,180,320
2899,2017-03-01T19:00:00.0,7.7,10.6,9.1,97.0,60.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",228,164,280
2900,2017-03-01T20:00:00.0,8.9,9.8,8.9,92.0,67.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",201,149,243
2901,2017-03-01T21:00:00.0,8.8,8.9,8.7,91.0,73.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",177,117,230
2902,2017-03-01T22:00:00.0,8.5,9.3,8.5,89.0,74.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",173,106,215
2903,2017-03-01T23:00:00.0,8.5,9.2,8.4,89.0,76.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",176,95,208
2904,2017-03-02T00:00:00.0,8.5,9.3,8.3,88.0,75.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",170,88,200
2905,2017-03-02T01:00:00.0,8.2,9.5,8.3,75.0,81.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",176,78,193
2906,2017-03-02T02:00:00.0,7.6,8.5,8.2,75.0,86.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",171,75,187
2907,2017-03-02T03:00:00.0,6.8,6.6,8.2,69.0,93.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",173,76,189
2908,2017-03-02T04:00:00.0,6.6,5.4,8.1,66.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",172,79,190
2909,2017-03-02T05:00:00.0,6.7,4.9,8.1,66.0,95.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",178,92,192
2910,2017-03-02T06:00:00.0,6.9,4.1,8.0,61.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",225,130,224
2911,2017-03-02T07:00:00.0,6.7,4.1,7.8,60.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",237,135,256
2912,2017-03-02T08:00:00.0,6.7,6.1,7.8,60.0,97.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",270,158,306
2913,2017-03-02T09:00:00.0,7.3,9.9,8.0,63.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",293,204,389
2914,2017-03-02T10:00:00.0,8.7,12.4,8.3,56.0,75.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",298,219,416
2915,2017-03-02T11:00:00.0,9.5,14.8,8.8,53.0,65.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",284,215,429
2916,2017-03-02T12:00:00.0,9.6,15.3,9.3,51.0,63.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",258,185,415
2917,2017-03-02T13:00:00.0,9.9,16.6,9.8,52.0,59.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",256,170,408
2918,2017-03-02T14:00:00.0,9.8,17.7,10.0,55.0,51.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",252,172,425
2919,2017-03-02T15:00:00.0,10.8,17.4,10.2,53.0,49.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",250,172,417
2920,2017-03-02T16:00:00.0,10.6,18.0,10.4,50.0,45.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",252,171,406
2921,2017-03-02T17:00:00.0,10.0,17.9,10.0,52.0,44.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",224,162,375
2922,2017-03-02T18:00:00.0,8.7,16.8,9.5,61.0,49.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",219,161,329
2923,2017-03-02T19:00:00.0,7.7,13.4,9.1,65.0,71.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",217,137,294
2924,2017-03-02T20:00:00.0,6.6,11.2,8.7,71.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",191,125,262
2925,2017-03-02T21:00:00.0,5.9,9.6,8.5,71.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",169,113,231
2926,2017-03-02T22:00:00.0,4.4,8.3,8.4,80.0,90.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",162,106,221
2927,2017-03-02T23:00:00.0,3.7,7.5,8.4,83.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",164,105,214
2928,2017-03-03T00:00:00.0,3.5,6.8,8.3,86.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",162,110,210
2929,2017-03-03T01:00:00.0,3.7,6.4,8.3,86.0,95.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",160,96,202
2930,2017-03-03T02:00:00.0,3.7,5.9,8.3,85.0,95.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",164,90,202
2931,2017-03-03T03:00:00.0,2.9,5.4,8.2,87.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",164,91,200
2932,2017-03-03T04:00:00.0,2.3,5.1,8.2,88.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",166,89,204
2933,2017-03-03T05:00:00.0,2.5,5.6,8.2,91.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",174,102,204
2934,2017-03-03T06:00:00.0,3.6,7.1,8.1,89.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",227,129,226
2935,2017-03-03T07:00:00.0,4.1,7.7,8.0,88.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",238,139,261
2936,2017-03-03T08:00:00.0,4.9,10.3,8.1,82.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",255,183,321
2937,2017-03-03T09:00:00.0,5.5,12.5,8.3,80.0,74.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",287,228,395
2938,2017-03-03T10:00:00.0,6.4,13.3,8.8,79.0,71.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",282,242,432
2939,2017-03-03T11:00:00.0,6.7,15.0,9.5,81.0,64.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",275,226,430
2940,2017-03-03T12:00:00.0,8.4,16.0,10.2,71.0,57.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",243,197,402
2941,2017-03-03T13:00:00.0,9.5,17.0,11.0,69.0,47.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",239,187,396
2942,2017-03-03T14:00:00.0,10.4,17.9,11.2,71.0,41.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",242,201,406
2943,2017-03-03T15:00:00.0,11.2,17.9,11.5,67.0,42.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",234,205,404
2944,2017-03-03T16:00:00.0,11.7,17.7,11.8,68.0,41.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",234,193,377
2945,2017-03-03T17:00:00.0,11.7,16.4,11.5,67.0,41.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",211,181,342
2946,2017-03-03T18:00:00.0,11.5,15.2,11.1,70.0,47.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",197,165,297
2947,2017-03-03T19:00:00.0,11.5,13.5,10.7,71.0,60.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",196,149,263
2948,2017-03-03T20:00:00.0,11.5,12.2,10.4,72.0,72.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",178,109,254
2949,2017-03-03T21:00:00.0,10.5,12.1,10.1,76.0,72.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",161,104,227
2950,2017-03-03T22:00:00.0,9.5,12.3,9.9,81.0,74.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",159,99,216
2951,2017-03-03T23:00:00.0,10.1,12.3,9.9,79.0,71.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",162,95,206
2952,2017-03-04T00:00:00.0,10.8,12.1,9.9,76.0,72.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",148,95,201
2953,2017-03-04T01:00:00.0,11.0,12.2,9.8,75.0,70.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",155,83,200
2954,2017-03-04T02:00:00.0,10.9,12.2,9.8,77.0,67.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,81,200
2955,2017-03-04T03:00:00.0,11.1,12.2,9.7,80.0,67.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",155,101,200
2956,2017-03-04T04:00:00.0,10.3,11.9,9.7,88.0,66.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,99,199
2957,2017-03-04T05:00:00.0,9.6,12.2,9.6,92.0,68.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,105,199
2958,2017-03-04T06:00:00.0,9.7,10.6,9.5,90.0,84.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,102,198
2959,2017-03-04T07:00:00.0,9.5,9.6,9.3,91.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",154,110,196
2960,2017-03-04T08:00:00.0,9.3,10.7,9.1,90.0,75.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",144,157,200
2961,2017-03-04T09:00:00.0,9.3,10.3,8.9,90.0,75.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",146,191,194
2962,2017-03-04T10:00:00.0,9.1,8.4,8.7,94.0,86.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",140,182,197
2963,2017-03-04T11:00:00.0,8.6,8.3,8.8,95.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",140,180,197
2964,2017-03-04T12:00:00.0,8.7,7.6,8.9,94.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",140,179,197
2965,2017-03-04T13:00:00.0,8.8,7.6,9.0,93.0,88.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",144,177,192
2966,2017-03-04T14:00:00.0,8.0,8.9,9.0,92.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",141,175,190
2967,2017-03-04T15:00:00.0,8.4,10.1,9.0,91.0,73.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",143,179,193
2968,2017-03-04T16:00:00.0,8.4,,8.9,93.0,,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",142,177,194
2969,2017-03-04T17:00:00.0,7.4,10.1,8.7,89.0,69.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",142,152,193
2970,2017-03-04T18:00:00.0,7.7,9.7,8.4,88.0,72.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",141,112,190
